  -24.7392311       78.7746353               1           1  0.104338847       5.16528962E-03
  -24.6502476       63.1939964               1           2   8.55670050E-02   4.12371149E-03
  -24.6285400       40.8898239               1           3   9.93788838E-02   3.10559012E-03
  -24.5141335       51.2093277               1           4   6.88591972E-02   4.11099708E-03
  -24.5014038       26.5788116               1           5   7.94633627E-02   3.09597538E-03
  -24.4925442       39.9475555               1           6   9.19421539E-02   3.09917354E-03
  -24.4547672       30.0083313               1           7   6.05128184E-02   3.07692308E-03
  -24.4509697       64.1074371               1           8  0.100000001       5.15463902E-03
  -24.4481544       70.6516418               1           9   9.38144252E-02   5.15463902E-03
  -24.4187031       27.0403099               1          10   7.61316866E-02   4.11522668E-03
  -24.4045334       25.3361435               1          11   7.60534480E-02   5.13874646E-03
  -24.4005642       14.3949623               1          12   7.51802251E-02   2.05973233E-03
  -24.3959122       91.5783234               1          13   6.45491779E-02   3.07377055E-03
  -24.3835316       87.4530640               1          14   5.41368760E-02   4.08580201E-03
  -24.3522549       29.4137421               1          15   8.46233293E-02   4.12796717E-03
  -24.3424091       37.9066734               1          16   3.05188205E-02   3.05188214E-03
  -24.3265514       40.7280159               1          17   2.43654829E-02   2.03045690E-03
  -24.3210373       31.1719303               1          18   3.66598777E-02   2.03665998E-03
  -24.3131046       23.6343651               1          19   5.61797768E-02   4.08580201E-03
  -24.2880154       37.6758614               1          20  0.103199176       5.15995873E-03
  -24.2772541       21.9759617               1          21   4.69867215E-02   4.08580201E-03
  -24.2734394       44.2131577               1          22   3.76782082E-02   2.03665998E-03
  -24.2684193       44.0519371               1          23  0.108921163       3.11203324E-03
  -24.2667484       15.5161381               1          24  0.109844558       4.14507790E-03
  -24.2633629       27.7059956               1          25  0.100414082       3.10559012E-03
  -24.2607288       69.1489716               1          26   1.62107404E-02   2.02634255E-03
  -24.2583351       15.7457399               1          27   4.17940877E-02   3.05810408E-03
  -24.2549057       58.2904205               1          28   1.92697756E-02   1.01419888E-03
  -24.2491341       18.5873470               1          29   9.51396078E-02   4.13650461E-03
  -24.2382526       15.0933523               1          30   4.48979586E-02   3.06122447E-03
  -24.2303295       65.3260498               1          31   6.87179491E-02   3.07692308E-03
  -24.2103767       14.5104561               1          32   7.83505142E-02   4.12371149E-03
  -24.2053490       19.8870125               1          33   9.52380970E-02   4.14078683E-03
  -24.2027874       17.1276817               1          34   6.98869526E-02   3.08324769E-03
  -24.1950130       11.0785055               1          35  0.105809130       4.14937781E-03
  -24.1927357       34.7108917               1          36   8.78099203E-02   5.16528916E-03
  -24.1915684       22.7620010               1          37   8.04123729E-02   3.09278350E-03
  -24.1828861       123.432648               1          38   2.01816368E-03   0.00000000    
  -24.1782169       14.8527918               1          39   4.59652729E-02   3.06435139E-03
  -24.1763039       18.3941479               1          40   4.07747179E-02   3.05810408E-03
  -24.1714134       21.3433037               1          41   5.84016405E-02   3.07377055E-03
  -24.1681194       11.3103104               1          42   5.84016405E-02   3.07377055E-03
  -24.1659412       16.5371532               1          43   3.66972461E-02   3.05810408E-03
  -24.1630630       8.60451984               1          44   6.05128184E-02   3.07692308E-03
  -24.1583881       59.9308853               1          45   2.23350246E-02   0.00000000    
  -24.1564827       108.152229               1          46   1.01112230E-02   0.00000000    
  -24.1505966       18.2097969               1          47   6.99588507E-02   4.11522668E-03
  -24.1408615       51.1719398               1          48   3.77166159E-02   2.03873613E-03
  -24.1403904       11.6107035               1          49   8.56553167E-02   3.09597538E-03
  -24.1273518       6.09143019               1          50   9.19421539E-02   3.09917354E-03
  -24.1224155       9.17216301               1          51   8.46233293E-02   3.09597538E-03
  -24.1181698       33.2271843               1          52   4.28571403E-02   3.06122447E-03
  -24.1138077       17.8380833               1          53  0.102378488       4.13650461E-03
  -24.1111107       12.8585157               1          54   7.29701966E-02   3.08324769E-03
  -24.1070137       78.7630997               1          55   2.33265720E-02   1.01419888E-03
  -24.1043491       65.8558350               1          56   9.10010096E-03   0.00000000    
  -24.0998745       8.61849499               1          57   9.41054747E-02   4.13650461E-03
  -24.0957489       33.6899033               1          58   4.39223722E-02   3.06435139E-03
  -24.0888500       6.75707483               1          59   9.41054747E-02   3.10237845E-03
  -24.0806828       66.7798386               1          60   7.07070716E-03   0.00000000    
  -24.0766525       57.6687660               1          61   2.43902430E-02   1.01626012E-03
  -24.0612736       11.1453457               1          62   5.32241575E-02   3.07062431E-03
  -24.0574722       7.41759634               1          63   6.67351112E-02   3.08008213E-03
  -24.0544453       8.11772060               1          64   6.77618086E-02   3.08008213E-03
  -24.0496559       16.1489372               1          65   5.21472394E-02   4.08997992E-03
  -24.0475674       7.34999180               1          66   5.42476960E-02   4.09416622E-03
  -24.0416126       5.64092875               1          67   9.20372307E-02   3.10237845E-03
  -24.0367661       5.74135637               1          68   7.92996883E-02   3.08959838E-03
  -24.0317707       5.89402294               1          69   4.48979586E-02   3.06122447E-03
  -24.0286617       17.6185780               1          70   3.35707031E-02   2.03458802E-03
  -24.0273609       38.3198471               1          71   1.82370823E-02   2.02634255E-03
  -24.0250511       18.5131569               1          72   3.77166159E-02   3.05810408E-03
  -24.0243053       35.7749519               1          73   2.43654829E-02   3.04568536E-03
  -24.0203819       7.56505108               1          74   4.59652729E-02   3.06435139E-03
  -24.0164661       27.8113766               1          75   1.62107404E-02   3.03951371E-03
  -24.0147209       23.3862762               1          76   3.45879979E-02   3.05188214E-03
  -24.0124702       82.5009689               1          77   1.61943324E-02   0.00000000    
  -24.0100651       7.47064495               1          78   7.20164627E-02   3.08641978E-03
  -23.9979763       6.10405493               1          79   6.78314492E-02   3.08324769E-03
  -23.9931412       15.6528568               1          80   6.26283363E-02   3.08008213E-03
  -23.9903831       12.7459822               1          81   6.57759532E-02   3.08324769E-03
  -23.9863377       5.67314959               1          82   6.25641048E-02   3.07692308E-03
  -23.9762230       20.6318779               1          83   4.59183678E-02   3.06122447E-03
  -23.9748001       7.70569468               1          84   3.25534083E-02   3.05188214E-03
  -23.9731979       51.2543068               1          85   7.07785645E-03   1.01112237E-03
  -23.9697533       10.6643744               1          86   3.56052890E-02   3.05188214E-03
  -23.9686413       15.9200001               1          87   4.18367349E-02   3.06122447E-03
  -23.9632320       15.7855606               1          88   3.04878037E-02   3.04878037E-03
  -23.9607010       8.83765984               1          89   4.59183678E-02   4.08163294E-03
  -23.9471779       43.2193642               1          90   3.04878037E-02   3.04878037E-03
  -23.9412689       19.7582245               1          91   4.06917594E-02   4.06917604E-03
  -23.9378262       8.11596394               1          92   7.71605000E-02   4.11522668E-03
  -23.9269104       12.1061115               1          93   5.82822077E-02   5.11247432E-03
  -23.9169292       22.0649166               1          94   2.03045681E-02   3.04568536E-03
  -23.9124241       7.76607132               1          95   5.11247441E-02   3.06748482E-03
  -23.9065132       13.2864590               1          96   2.23350246E-02   3.04568536E-03
  -23.9020538       13.0911674               1          97   2.23350246E-02   3.04568536E-03
  -23.9009533       114.191643               1          98   2.01816368E-03   0.00000000    
  -23.8898926       8.63959122               1          99   5.22006117E-02   3.07062431E-03
  -23.8880711       34.6598969               1         100   1.51975686E-02   1.01317128E-03
  -23.8854828       23.3868351               1         101   8.08897894E-03   0.00000000    
  -23.8809509       27.3970127               1         102   1.51821859E-02   3.03643732E-03
  -23.8765240       28.4889526               1         103   7.07785645E-03   2.02224473E-03
  -23.8743591       19.9462509               1         104   1.31578958E-02   2.02429155E-03
  -23.8729439       25.9144421               1         105   1.31578958E-02   2.02429155E-03
  -23.8708172       16.3305111               1         106   1.11336038E-02   3.03643732E-03
  -23.8685493       18.2880936               1         107   1.21457493E-02   3.03643732E-03
  -23.8658543       20.0898895               1         108   1.01214573E-02   2.02429155E-03
  -23.8631744       53.0399818               1         109   5.05050505E-03   1.01010106E-03
  -23.8607635       10.3022242               1         110   2.54065040E-02   3.04878037E-03
  -23.8565922       22.3300915               1         111   6.06673397E-03   3.03336699E-03
  -23.8539257       47.0493813               1         112   9.10010096E-03   0.00000000    
  -23.8520145       22.7099400               1         113   7.07070716E-03   3.03030293E-03
  -23.8476276       17.5885849               1         114   1.21457493E-02   3.03643732E-03
  -23.8378620       14.0635796               1         115   2.54065040E-02   3.04878037E-03
  -23.8331451       5.93722391               1         116   2.74669398E-02   3.05188214E-03
  -23.8303394       18.1928635               1         117   1.31712267E-02   3.03951371E-03
  -23.8275108       29.7000427               1         118   9.10010096E-03   2.02224473E-03
  -23.8260784       58.3316689               1         119   9.10010096E-03   0.00000000    
  -23.8238144       15.4920931               1         120   2.53807101E-02   3.04568536E-03
  -23.8208752       9.13605976               1         121   1.11336038E-02   2.02429155E-03
  -23.8183594       15.0655260               1         122   5.05050505E-03   3.03030293E-03
  -23.8182583       52.4002800               1         123   2.01816368E-03   0.00000000    
  -23.8158722       13.8569832               1         124   8.08897894E-03   2.02224473E-03
  -23.8134804       11.7023973               1         125   1.01214573E-02   3.03643732E-03
  -23.8126869       12.0359297               1         126   1.31712267E-02   3.03951371E-03
  -23.8090515       20.4835453               1         127   9.10010096E-03   3.03336699E-03
  -23.8057632       11.6035852               1         128   1.51975686E-02   3.03951371E-03
  -23.8045616       9.58995056               1         129   1.01112230E-02   3.03336699E-03
  -23.8020248       28.0991325               1         130   6.06673397E-03   0.00000000    
  -23.8004341       23.2925835               1         131   3.03030293E-03   2.02020211E-03
  -23.7961731       31.3188629               1         132   2.02020211E-03   2.02020211E-03
  -23.7906036       55.6402092               1         133   1.00908184E-03   0.00000000    
  -23.7882595       24.8742027               1         134   1.00908184E-03   3.02724517E-03
  -23.7870102       9.87035370               1         135   4.04040422E-03   3.03030293E-03
  -23.7848091       17.5187531               1         136   9.10010096E-03   2.02224473E-03
  -23.7837238       12.2298594               1         137   9.10931174E-03   3.03643732E-03
  -23.7822552       9.94660091               1         138   1.41843976E-02   3.03951371E-03
  -23.7794209       20.0296402               1         139   2.02020211E-03   2.02020211E-03
  -23.7789631       15.5107412               1         140   4.04040422E-03   3.03030293E-03
  -23.7779369       24.8644962               1         141   2.02020211E-03   1.01010106E-03
  -23.7748966       16.6297951               1         142   1.01214573E-02   1.01214577E-03
  -23.7709427       14.0473051               1         143   8.08897894E-03   1.01112237E-03
  -23.7699795       12.5081367               1         144   6.06060587E-03   1.01010106E-03
  -23.7684078       60.6462936               1         145   1.00908184E-03   0.00000000    
  -23.7666912       12.2224874               1         146   9.10010096E-03   2.02224473E-03
